u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bearing,layer_height,stroke_group,edge_interior_angle
2507395459,378721,0,"[243313491, 229742508]",True,"['2', '1']",,Spitalgasse,secondary,50,184.87400000000002,"LINESTRING (16.352355 48.2204801, 16.3520363 48.2197548, 16.3519614 48.2196033, 16.3519115 48.2195029, 16.3517962 48.2192857, 16.3517251 48.2191237, 16.351703 48.2190686, 16.3516278 48.2188901)",196.9,height 2,7,"{(378721, 980744161, 0): 178.29, (33345324, 2507395459, 0): 78.008, (359131237, 378721, 0): 148.174, (915829192, 378721, 0): 85.386, (2507395454, 2507395459, 0): 178.594, (2507395459, 33345326, 0): 101.964}"
2507416947,33182054,0,243315939,True,,,Mariannengasse,residential,30,8.572,"LINESTRING (16.3511727 48.215815, 16.3511427 48.2158184, 16.3511006 48.2158233, 16.3510587 48.2158281)",279.8,height 1,6,"{(33182054, 33182053, 0): 179.405, (33182054, 2509699390, 0): 91.38600000000001, (33182055, 33182054, 0): 88.25, (2457966717, 2507416947, 0): 87.99, (2507416947, 2507416950, 0): 91.55300000000001}"
2507416947,2507416950,0,243315940,True,,,Spitalgasse,secondary,50,149.929,"LINESTRING (16.3511727 48.215815, 16.3512011 48.2160166, 16.3512545 48.2163646, 16.3513217 48.2168169, 16.3513498 48.2169982, 16.3513717 48.2171568)",5.6,height 2,17,"{(33182055, 2507416950, 0): 86.626, (2457966717, 2507416947, 0): 179.543, (2507416947, 33182054, 0): 91.55300000000001, (2507416950, 2507416961, 0): 179.90099999999998}"
2507416950,2507416961,0,243315940,True,,,Spitalgasse,secondary,50,82.621,"LINESTRING (16.3513717 48.2171568, 16.3514275 48.2175558, 16.3514857 48.2178959)",5.9,height 2,17,"{(33182055, 2507416950, 0): 93.473, (2507416947, 2507416950, 0): 179.90099999999998, (2507416961, 75605497, 0): 82.925, (2507416961, 915829192, 0): 179.94600000000003}"
2507416961,75605497,0,9655994,True,,,Nadlergasse,residential,30,8.741,"LINESTRING (16.3514857 48.2178959, 16.3514466 48.2178977, 16.351406 48.2178996, 16.351368 48.2179014)",274.0,height 1,112,"{(75605497, 75605503, 0): 177.93300000000002, (75605497, 33182055, 0): 95.41799999999999, (980744161, 75605497, 0): 84.806, (2507416950, 2507416961, 0): 82.925, (2507416961, 915829192, 0): 97.129}"
2507416961,915829192,0,243315940,True,,,Spitalgasse,secondary,50,127.001,"LINESTRING (16.3514857 48.2178959, 16.3515079 48.2180249, 16.3515481 48.2182814, 16.3515856 48.2183984, 16.351665 48.2185586, 16.3517579 48.2187736, 16.3517784 48.2188212, 16.3518535 48.2190074)",12.4,height 2,17,"{(915829192, 33182088, 0): 177.86, (915829192, 378721, 0): 84.51599999999999, (2507416950, 2507416961, 0): 179.94600000000003, (2507416961, 75605497, 0): 97.129}"
2509699390,2457966745,0,243583617,True,,,Alser Straße,secondary,50,12.718,"LINESTRING (16.350947 48.2150354, 16.3509631 48.2149971, 16.3509774 48.2149665, 16.3509955 48.2149257)",163.6,height 2,7,"{(33182054, 2509699390, 0): 149.07, (2457060660, 2457966745, 0): 112.133, (2457966717, 2509699390, 0): 109.072, (2457966745, 2457966717, 0): 52.60300000000001, (2509699390, 2457060663, 0): 116.7}"
2509699390,2457060663,0,243583618,True,1,,Alser Straße,secondary,50,216.98200000000003,"LINESTRING (16.350947 48.2150354, 16.3509338 48.2150363, 16.350868 48.215041, 16.3506134 48.2150617, 16.3501628 48.2150849, 16.3495955 48.2151403, 16.3491967 48.2151954, 16.3491623 48.2152002, 16.3486621 48.2152494, 16.348578 48.2152546, 16.3483891 48.2152662, 16.3480464 48.2152931)",277.6,height 1,111,"{(33182054, 2509699390, 0): 94.22999999999999, (2457060663, 33182052, 0): 89.168, (2457060663, 68164549, 0): 179.358, (2457060680, 2457060663, 0): 98.377, (2457966717, 2509699390, 0): 179.828, (2509699390, 2457966745, 0): 116.7}"
2521182222,2382977342,0,229742508,True,1,,Spitalgasse,secondary,50,26.756,"LINESTRING (16.3532022 48.222307, 16.353194 48.2222925, 16.3531368 48.2221907, 16.3530766 48.2220814)",200.4,height 2,7,"{(33344339, 2382977342, 0): 105.337, (1381612043, 2521182222, 0): 177.40699999999998, (2382977342, 2507395450, 0): 174.828, (2460734402, 2521182222, 0): 111.47, (2521182222, 251207322, 0): 93.57, (2521182222, 25778306, 0): 74.225}"
2521182222,251207322,0,238226971,True,2,,Währinger Straße,secondary,50,141.486,"LINESTRING (16.3532022 48.222307, 16.3531326 48.2223523, 16.3530863 48.2223807, 16.3530108 48.2224278, 16.3525813 48.2227083, 16.3518322 48.2231935)",314.2,height 1,118,"{(251207322, 33344339, 0): 83.34899999999999, (251207322, 33344338, 0): 100.28, (251207323, 251207322, 0): 179.56599999999997, (1381612043, 2521182222, 0): 83.837, (2460734402, 2521182222, 0): 154.96, (2521182222, 2382977342, 0): 93.57, (2521182222, 25778306, 0): 167.795}"
2521182222,25778306,0,244848471,True,1,,Währinger Straße,secondary,50,18.385,"LINESTRING (16.3532022 48.222307, 16.3532562 48.2222525, 16.3532747 48.222219, 16.3533212 48.2221626)",151.2,height 2,118,"{(25778306, 2460734402, 0): 73.922, (1370935901, 25778306, 0): 107.274, (1381612043, 2521182222, 0): 108.368, (2460734402, 2521182222, 0): 126.717, (2521182222, 2382977342, 0): 74.225, (2521182222, 251207322, 0): 167.795}"
2605251576,292352740,0,171978159,True,,,Veronikagasse,residential,50,6.01,"LINESTRING (16.338588 48.2150512, 16.3385906 48.2150918, 16.3385914 48.2151052)",2.4,height 2,21,"{(292352740, 33144883, 0): 172.25700000000003, (292352740, 2424032524, 0): 85.465, (372619794, 292352740, 0): 100.464, (2424032524, 2605251576, 0): 102.919, (2605251576, 33079198, 0): 179.848, (2605251576, 2605251628, 0): 86.953}"
2605251576,33079198,0,254723019,True,,,Veronikagasse,residential,30,109.587,"LINESTRING (16.338588 48.2150512, 16.3385846 48.2149958, 16.3385269 48.2140665)",182.4,height 2,21,"{(33079193, 33079198, 0): 179.485, (33079198, 33079217, 0): 92.17399999999999, (33079198, 33079197, 0): 95.63300000000001, (2424032524, 2605251576, 0): 84.257, (2605251576, 292352740, 0): 179.848, (2605251576, 2605251628, 0): 100.22300000000001}"
2605251576,2605251628,0,"[813588387, 351329884]",True,2,,Ottakringer Straße,secondary,50,139.559,"LINESTRING (16.338588 48.2150512, 16.3388472 48.2150817, 16.3391054 48.2150902, 16.3396847 48.2150902, 16.3398262 48.2150763, 16.3402795 48.2150709, 16.3403395 48.215077, 16.3404639 48.2150877)",88.3,height 1,17,"{(372619794, 2605251628, 0): 120.25, (2424032524, 2605251576, 0): 177.45600000000002, (2605251576, 292352740, 0): 86.953, (2605251576, 33079198, 0): 100.22300000000001, (2605251628, 2455074398, 0): 177.60999999999999, (2605251628, 33079217, 0): 114.297}"
2605251628,2455074398,0,"[227698376, 813588389]",True,2,,Hernalser Gürtel,secondary,50,62.739000000000004,"LINESTRING (16.3404639 48.2150877, 16.3406698 48.2151141, 16.3407897 48.2151168, 16.3410813 48.2151231, 16.3411596 48.215126, 16.3413063 48.2151315)",85.5,height 1,17,"{(33143763, 2455074398, 0): 116.715, (372619794, 2605251628, 0): 108.028, (2455074398, 2455074405, 0): 179.351, (2455074398, 2455074406, 0): 120.523, (2605251576, 2605251628, 0): 177.60999999999999, (2605251628, 33079217, 0): 126.519}"
2605251628,33079217,0,576332930,True,3,B221,Hernalser Gürtel,primary,50,116.458,"LINESTRING (16.3404639 48.2150877, 16.3404365 48.2150387, 16.339939 48.2141005)",199.5,height 2,0,"{(33079198, 33079217, 0): 119.315, (33079217, 33079191, 0): 179.36100000000002, (33079217, 33143763, 0): 115.879, (372619794, 2605251628, 0): 176.121, (2605251576, 2605251628, 0): 114.297, (2605251628, 2455074398, 0): 126.519}"
3310442552,17312861,0,106806632,True,3,,Lerchenfelder Straße,secondary,50,13.495,"LINESTRING (16.3391389 48.2084566, 16.339216 48.2084409, 16.339293 48.2084251, 16.339313 48.208421)",107.1,height 1,29,"{(17312837, 3310442552, 0): 167.16, (315986844, 17312861, 0): 179.609, (2222890667, 17312861, 0): 84.58500000000001, (3310442552, 2423397431, 0): 166.987}"
3310442552,2423397431,0,324297227,True,2,,Lerchenfelder Straße,secondary,50,21.948,"LINESTRING (16.3391389 48.2084566, 16.3391172 48.2084665, 16.3390797 48.2084835, 16.3390583 48.2084933, 16.3390143 48.2085133, 16.338893 48.2085666)",303.9,height 1,27,"{(17312837, 2423397431, 0): 91.795, (17312837, 3310442552, 0): 25.853, (2423397431, 258358061, 0): 168.714, (2423397431, 670011, 0): 87.422, (3310442552, 17312861, 0): 166.987}"
3312560802,378696,0,"[810541795, 324549972]",True,"['3', '4']",B221,Währinger Gürtel,primary,50,133.03799999999998,"LINESTRING (16.3421405 48.2184919, 16.3421148 48.2184253, 16.3418227 48.2177125, 16.3417073 48.2174293, 16.3416951 48.2173994, 16.3416682 48.2173376)",195.2,height 2,0,"{(378696, 33143911, 0): 105.68900000000001, (378696, 685163, 0): 176.957, (378699, 378696, 0): 74.22699999999999, (33143898, 3312560802, 0): 77.96600000000001, (33144366, 3312560802, 0): 175.997, (33144414, 3312560802, 0): 84.868}"
3337813458,393097,0,327069937,True,1,,Währinger Straße,secondary,30,19.475,"LINESTRING (16.3362963 48.2280864, 16.3364162 48.228098, 16.3364331 48.2280996, 16.3364815 48.228108, 16.3365302 48.2281249, 16.3365477 48.228131)",75.1,height 1,13,"{(393097, 5316966252, 0): 170.587, (393097, 2451285012, 0): 102.15599999999999, (1850015448, 393097, 0): 97.838, (3337813458, 1850015446, 0): 26.363, (5322689627, 3337813458, 0): 162.649}"
3337813458,1850015446,0,550487343,True,1,,Währinger Straße,secondary,30,13.348,"LINESTRING (16.3362963 48.2280864, 16.3363901 48.2280507, 16.3364564 48.2280317)",117.2,height 1,2,"{(1850015446, 33345289, 0): 90.559, (1850015446, 1850015448, 0): 178.365, (3337813458, 393097, 0): 26.363, (5322689627, 3337813458, 0): 170.988}"
3704365810,3704365811,0,29048689,True,,,Florianigasse,residential,30,75.092,"LINESTRING (16.3479476 48.2120314, 16.3473442 48.212101, 16.3469506 48.2121523)",280.3,height 1,34,"{(33174090, 3704365810, 0): 179.04399999999998, (33182076, 3704365811, 0): 90.582, (33183653, 3704365810, 0): 102.20200000000001, (3704365811, 3704365814, 0): 161.31099999999998}"
3704365811,3704365814,0,29048689,True,,,Florianigasse,residential,30,109.01599999999999,"LINESTRING (16.3469506 48.2121523, 16.3468637 48.2121949, 16.346347 48.2122869, 16.3456089 48.2124148, 16.3455451 48.2124258)",286.3,height 1,34,"{(33182076, 3704365811, 0): 124.123, (3704365810, 3704365811, 0): 161.31099999999998, (3704365814, 1114680102, 0): 167.651, (3704365814, 1114680094, 0): 161.017}"
3704365814,1114680102,0,26125289,True,,,Skodagasse,residential,30,24.287,"LINESTRING (16.3455451 48.2124258, 16.3454715 48.2124225, 16.3454224 48.2124018, 16.3453874 48.21237, 16.3453111 48.2122944)",229.9,height 1,34,"{(123854325, 1114680102, 0): 50.41300000000001, (1114680102, 33182075, 0): 164.583, (3704365811, 3704365814, 0): 167.651, (3704365814, 1114680094, 0): 31.332}"
3704365814,1114680094,0,29048689,True,,,Florianigasse,residential,30,15.331999999999999,"LINESTRING (16.3455451 48.2124258, 16.3454777 48.2124628, 16.3454306 48.2125005, 16.3454139 48.2125138, 16.3454011 48.212524)",315.7,height 2,134,"{(33182048, 1114680094, 0): 121.729, (1114680094, 123854325, 0): 115.927, (1114680094, 123849573, 0): 70.525, (3704365811, 3704365814, 0): 161.017, (3704365814, 1114680102, 0): 31.332}"
3710788341,314318424,0,"[4996506, 304002815]",True,2,,"['Skodagasse', 'Josef-Matthias-Hauer-Platz']",residential,30,37.328,"LINESTRING (16.3442741 48.2108979, 16.3442281 48.2108646, 16.3440787 48.2106576, 16.3440516 48.2106206, 16.3440363 48.2106039)",208.3,height 2,34,"{(33182075, 3710788341, 0): 172.62599999999998, (314318424, 25267608, 0): 179.516, (2250807664, 314318424, 0): 59.17100000000001, (2487786197, 314318424, 0): 121.399, (3710788341, 1114010120, 0): 47.497}"
3710788341,1114010120,0,"[96190456, 12718114, 367126508]",True,,,"['Josef-Matthias-Hauer-Platz', 'Albertgasse']",residential,30,130.67200000000003,"LINESTRING (16.3442741 48.2108979, 16.3441971 48.2109137, 16.3441278 48.2109303, 16.3440553 48.2109587, 16.3440289 48.2109689, 16.3440203 48.2109738, 16.3440045 48.2109829, 16.3439913 48.2110041, 16.3439771 48.2110366, 16.3439649 48.2110901, 16.3439608 48.2111538, 16.3439608 48.2112134, 16.343968 48.2114396, 16.343966 48.2116219, 16.3439635 48.2117133, 16.3439675 48.2117533, 16.3439707 48.2117702, 16.3439784 48.211788, 16.3439886 48.2118107, 16.3440058 48.2118308, 16.3440268 48.2118538, 16.3440455 48.2118692, 16.3440655 48.211883, 16.3440888 48.2118951, 16.344126 48.2119157)",354.5,height 2,80,"{(33182075, 3710788341, 0): 139.877, (123854325, 1114010120, 0): 176.974, (1114010120, 33182063, 0): 53.643, (3710788341, 314318424, 0): 47.497}"
3956260281,33143825,0,172398663,True,,,Antonigasse,residential,30,107.384,"LINESTRING (16.336713 48.2228454, 16.337882 48.2222744)",126.2,height 1,45,"{(33143821, 33143825, 0): 76.14699999999999, (33143825, 33144475, 0): 179.94400000000002, (33143825, 25280482, 0): 104.223, (33143995, 3956260281, 0): 72.805, (33144484, 3956260281, 0): 179.81900000000002, (3956260281, 33144427, 0): 103.38499999999999}"
3956260281,33144427,0,26985884,True,,,Leitermayergasse,residential,30,107.958,"LINESTRING (16.336713 48.2228454, 16.3365219 48.2226129, 16.3360195 48.2219915)",208.4,height 2,12,"{(33143821, 33144427, 0): 77.001, (33143995, 3956260281, 0): 176.19, (33144427, 33144459, 0): 102.86099999999999, (33144427, 33144941, 0): 179.67700000000002, (33144484, 3956260281, 0): 76.79599999999999, (3956260281, 33143825, 0): 103.38499999999999}"
3963787755,33345330,0,220068953,True,2,,Währinger Straße,secondary,50,7.979,"LINESTRING (16.3504229 48.2241004, 16.3505 48.2240503)",134.3,height 1,118,"{(33345330, 33345331, 0): 90.324, (33345337, 3963787755, 0): 66.22800000000001, (251207323, 33345330, 0): 179.995, (3963787755, 251207325, 0): 179.966}"
3963787755,251207325,0,220068953,True,2,,Währinger Straße,secondary,50,59.737,"LINESTRING (16.3504229 48.2241004, 16.349936 48.2244172, 16.3499083 48.2244384, 16.3498517 48.2244794)",314.9,height 1,118,"{(33345337, 3963787755, 0): 113.738, (251207325, 213287623, 0): 179.96699999999998, (1629378075, 251207325, 0): 158.825, (3963787755, 33345330, 0): 179.966}"
4329720415,33182047,0,27275492,True,,,Laudongasse,residential,50,82.468,"LINESTRING (16.3461723 48.2131324, 16.3462975 48.2131397, 16.3466256 48.2131491, 16.3469604 48.2131576, 16.347284 48.2131666)",87.4,height 1,51,"{(33182047, 33182046, 0): 86.524, (33182047, 33182042, 0): 179.458, (4329720415, 123849573, 0): 179.967, (4329720415, 4329720417, 0): 128.203}"
4329720415,123849573,0,27275492,True,,,Laudongasse,residential,50,14.012,"LINESTRING (16.3461723 48.2131324, 16.3460701 48.2131265, 16.3459839 48.2131215)",265.0,height 1,51,"{(33182048, 123849573, 0): 178.166, (123849573, 4329720417, 0): 122.21799999999999, (1114680094, 123849573, 0): 135.691, (4329720415, 33182047, 0): 179.967, (4329720415, 4329720417, 0): 51.764}"
4329720415,4329720417,0,435036266,True,,,Skodagasse,residential,30,14.613,"LINESTRING (16.3461723 48.2131324, 16.3461622 48.2131438, 16.3461179 48.213194, 16.3460729 48.2132459)",329.7,height 2,135,"{(123849573, 4329720417, 0): 76.537, (4329720415, 33182047, 0): 128.203, (4329720415, 123849573, 0): 51.764, (4329720417, 33182046, 0): 103.505}"
4329720417,33182046,0,8096326,True,,,Skodagasse,residential,30,133.07399999999998,"LINESTRING (16.3460729 48.2132459, 16.3463457 48.2136274, 16.3464322 48.213713, 16.3465384 48.2137832, 16.3467534 48.2139052, 16.3471939 48.2141514)",39.5,height 2,80,"{(33182046, 33182043, 0): 179.006, (33182047, 33182046, 0): 66.024, (123849573, 4329720417, 0): 179.95799999999997, (4329720415, 4329720417, 0): 103.505}"
5299594900,33144925,0,548581983,True,,,Haslingergasse,residential,30,56.657,"LINESTRING (16.3308019 48.2150121, 16.3300421 48.2150695)",276.5,height 1,76,"{(33144925, 33144928, 0): 179.719, (33144925, 33144904, 0): 91.89099999999999, (264054981, 33144925, 0): 87.99600000000001, (5299594900, 264056023, 0): 179.995}"
5299594900,264056023,0,619118398,True,,,Haslingergasse,residential,30,69.668,"LINESTRING (16.3308019 48.2150121, 16.3317362 48.2149416)",96.5,height 1,76,"{(33144900, 264056023, 0): 97.837, (264055449, 264056023, 0): 179.78, (264056023, 264060498, 0): 84.854, (5299594900, 33144925, 0): 179.995}"
5316966252,30696018,0,550487326,True,1,,Aumannplatz,residential,30,8.787,"LINESTRING (16.3367315 48.228264, 16.3367735 48.2283379)",20.7,height 2,13,"{(393097, 5316966252, 0): 158.98399999999998, (30696018, 2451285012, 0): 73.925, (5316966252, 5316966255, 0): 115.587, (5316966255, 30696018, 0): 108.245}"
5316966252,5316966255,0,5743161,True,1,,Aumannplatz,secondary,30,22.04,"LINESTRING (16.3367315 48.228264, 16.3368381 48.2282715, 16.33694 48.2282602, 16.3370252 48.2282721)",87.6,height 1,136,"{(393097, 5316966252, 0): 144.651, (5316966252, 30696018, 0): 115.587, (5316966255, 394171, 0): 161.32, (5316966255, 30696018, 0): 24.681}"
