u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bearing,layer_height,stroke_group,edge_interior_angle
33143888,29048466,0,172222299,True,,,Theresiengasse,residential,30,112.77900000000001,"LINESTRING (16.3415148 48.2202363, 16.3417881 48.2206918, 16.3420432 48.2211203, 16.3420779 48.2211786)",21.7,height 2,44,"{(29048466, 283324405, 0): 178.78, (29048466, 29048465, 0): 112.172, (33143888, 33144424, 0): 105.242, (33143898, 33143888, 0): 170.139, (33144366, 33143888, 0): 69.416, (33144467, 29048466, 0): 65.566}"
33143888,33144424,0,471274566,True,,,Schumanngasse,residential,30,89.25800000000001,"LINESTRING (16.3415148 48.2202363, 16.3405027 48.2205212, 16.3404939 48.2205237, 16.340405 48.2205487)",292.9,height 1,14,"{(33143888, 29048466, 0): 105.242, (33143898, 33143888, 0): 84.619, (33144366, 33143888, 0): 174.658, (33144424, 33144422, 0): 179.574, (33144467, 33144424, 0): 72.122, (33144629, 33144424, 0): 107.11699999999999}"
33143898,33143888,0,172222299,True,,,Theresiengasse,residential,30,176.179,"LINESTRING (16.3409226 48.2187018, 16.3415148 48.2202363)",14.4,height 2,44,"{(33143888, 29048466, 0): 170.139, (33143888, 33144424, 0): 84.619, (33143898, 3312560802, 0): 78.747, (33143911, 33143898, 0): 179.565, (33144366, 33143888, 0): 100.723, (33144583, 33143898, 0): 100.71799999999999}"
33143898,3312560802,0,210597181,True,,,Leo-Slezak-Gasse,residential,30,93.203,"LINESTRING (16.3409226 48.2187018, 16.3419587 48.2185219, 16.3420252 48.2185103, 16.3421405 48.2184919)",104.5,height 1,60,"{(33143898, 33143888, 0): 78.747, (33143911, 33143898, 0): 101.688, (33144366, 3312560802, 0): 106.037, (33144414, 3312560802, 0): 162.834, (33144583, 33143898, 0): 179.465, (3312560802, 378696, 0): 77.96600000000001}"
33143911,33143667,0,5010789,True,,,Müglendergasse,residential,30,87.342,"LINESTRING (16.3404235 48.2175079, 16.340393 48.2174296, 16.3403824 48.2174022, 16.3403731 48.2173763, 16.340146 48.2167445)",193.6,height 2,44,"{(378696, 33143911, 0): 103.496, (685160, 33143667, 0): 98.963, (33143667, 685163, 0): 82.939, (33143911, 33143898, 0): 158.844, (33143911, 33144821, 0): 76.179}"
33143911,33143898,0,172222299,True,,,Theresiengasse,residential,30,138.087,"LINESTRING (16.3404235 48.2175079, 16.3404726 48.2175616, 16.3409226 48.2187018)",15.6,height 2,44,"{(378696, 33143911, 0): 55.348, (33143898, 33143888, 0): 179.565, (33143898, 3312560802, 0): 101.688, (33143911, 33143667, 0): 158.844, (33143911, 33144821, 0): 124.977, (33144583, 33143898, 0): 78.84700000000001}"
33143911,33144821,0,384794715,True,2,,Jörgerstraße,secondary,50,90.079,"LINESTRING (16.3404235 48.2175079, 16.3393231 48.217652, 16.3392305 48.2176641)",281.1,height 1,4,"{(378696, 33143911, 0): 179.675, (685160, 33144821, 0): 101.263, (33143911, 33143667, 0): 76.179, (33143911, 33143898, 0): 124.977, (33144821, 245498397, 0): 175.82, (33144821, 33144583, 0): 76.208}"
33143995,3956260281,0,26985884,True,,,Leitermayergasse,residential,30,99.805,"LINESTRING (16.3374361 48.2236027, 16.3374241 48.2235903, 16.3370733 48.2232287, 16.336713 48.2228454)",212.5,height 2,12,"{(33143995, 29048468, 0): 67.556, (33143995, 25280482, 0): 112.474, (33144484, 3956260281, 0): 107.01400000000001, (33144577, 33143995, 0): 179.774, (3956260281, 33143825, 0): 72.805, (3956260281, 33144427, 0): 176.19}"
33143995,29048468,0,32065549,True,,,Kreuzgasse,tertiary,50,77.065,"LINESTRING (16.3374361 48.2236027, 16.3369897 48.2237796, 16.3367684 48.2238678, 16.3366333 48.2239286, 16.3365505 48.2239659)",301.6,height 1,47,"{(29048468, 33345304, 0): 70.547, (29048468, 33144484, 0): 108.283, (33143995, 3956260281, 0): 67.556, (33143995, 25280482, 0): 179.97, (33144069, 29048468, 0): 178.085, (33144577, 33143995, 0): 112.67}"
33143995,25280482,0,32065549,True,,,Kreuzgasse,tertiary,50,101.36200000000001,"LINESTRING (16.3374361 48.2236027, 16.3385302 48.2231698, 16.3386125 48.2231372)",120.7,height 1,47,"{(25280482, 33144572, 0): 107.41, (33143825, 25280482, 0): 71.548, (33143995, 3956260281, 0): 112.474, (33143995, 29048468, 0): 179.97, (33144577, 33143995, 0): 67.3, (283324407, 25280482, 0): 178.409}"
33144069,33345303,0,26191651,True,,,Mitterberggasse,residential,30,98.581,"LINESTRING (16.3354038 48.2245295, 16.3354129 48.2245396, 16.3360885 48.2252897)",31.0,height 2,10,"{(33144069, 29048468, 0): 74.156, (33144487, 33144069, 0): 179.13, (33345286, 33345303, 0): 73.877, (33345303, 33345304, 0): 104.516, (33345303, 33345298, 0): 179.555, (283324413, 33144069, 0): 105.89099999999999}"
33144069,29048468,0,32065549,True,,,Kreuzgasse,tertiary,50,105.563,"LINESTRING (16.3354038 48.2245295, 16.3364756 48.2240027, 16.3365505 48.2239659)",126.4,height 1,47,"{(29048468, 33345304, 0): 107.538, (29048468, 33144484, 0): 73.632, (33143995, 29048468, 0): 178.085, (33144069, 33345303, 0): 74.156, (33144487, 33144069, 0): 104.974, (283324413, 33144069, 0): 179.95299999999997}"
33144089,33143763,0,27657701,True,,,Breitenfelder Gasse,residential,30,59.727,"LINESTRING (16.3415606 48.2141377, 16.3407546 48.2141297)",269.1,height 1,20,"{(33079217, 33143763, 0): 178.504, (33143763, 2455074398, 0): 118.271, (33143803, 33143763, 0): 118.83399999999999, (33144089, 2455074405, 0): 109.63999999999999, (33144127, 33144089, 0): 179.494, (33144156, 33144089, 0): 110.71}"
33144089,2455074405,0,95406718,True,,,Blindengasse,residential,30,115.25100000000002,"LINESTRING (16.3415606 48.2141377, 16.3418667 48.2150231, 16.3419052 48.2151286, 16.3419124 48.2151473)",13.1,height 2,61,"{(33144089, 33143763, 0): 109.63999999999999, (33144127, 33144089, 0): 107.996, (33144156, 33144089, 0): 177.792, (2455074398, 2455074405, 0): 109.566, (2455074405, 2455074396, 0): 112.63600000000001}"
33144127,33144171,0,8089523,True,,,Bennogasse,residential,30,115.304,"LINESTRING (16.3426267 48.2141577, 16.3424876 48.2131249)",185.1,height 2,62,"{(33144127, 33144089, 0): 96.596, (33144156, 33144171, 0): 96.991, (33144171, 33144282, 0): 97.519, (213287632, 33144127, 0): 97.99900000000001, (237990827, 33144171, 0): 179.024, (2455074396, 33144127, 0): 179.92399999999998}"
33144127,33144089,0,28080758,True,,,Breitenfelder Gasse,residential,30,79.024,"LINESTRING (16.3426267 48.2141577, 16.3415606 48.2141377)",268.4,height 1,20,"{(33144089, 33143763, 0): 179.494, (33144089, 2455074405, 0): 107.996, (33144127, 33144171, 0): 96.596, (33144156, 33144089, 0): 112.35399999999998, (213287632, 33144127, 0): 179.25300000000001, (2455074396, 33144127, 0): 98.82199999999999}"
33144149,213287628,0,20440224,True,,,Albertgasse,residential,30,44.737,"LINESTRING (16.343854 48.2141692, 16.3438336 48.2145713)",358.1,height 2,19,"{(33144149, 213287632, 0): 87.95400000000001, (213287628, 2455074401, 0): 178.26800000000003, (213287632, 213287628, 0): 90.523, (213287635, 33144149, 0): 178.928, (213287640, 33144149, 0): 91.722, (213287640, 213287628, 0): 88.572}"
33144149,213287632,0,28080758,True,,,Breitenfelder Gasse,residential,30,18.795,"LINESTRING (16.343854 48.2141692, 16.3436004 48.2141654)",268.7,height 1,20,"{(33144149, 213287628, 0): 87.95400000000001, (213287632, 213287628, 0): 92.979, (213287632, 33144127, 0): 179.636, (213287635, 33144149, 0): 93.118, (213287635, 213287632, 0): 87.35600000000001, (213287640, 33144149, 0): 179.67600000000002}"
33144156,33144171,0,28080757,True,,,Laudongasse,residential,30,97.495,"LINESTRING (16.341172 48.2131399, 16.3412733 48.2131387, 16.3424033 48.2131259, 16.3424876 48.2131249)",91.0,height 1,51,"{(33143803, 33144156, 0): 179.233, (33144127, 33144171, 0): 96.991, (33144156, 33144089, 0): 69.399, (33144171, 33144282, 0): 179.168, (33144292, 33144156, 0): 110.243, (237990827, 33144171, 0): 82.033}"
33144156,33144089,0,95406718,True,,,Blindengasse,residential,30,114.625,"LINESTRING (16.341172 48.2131399, 16.341209 48.2132349, 16.3415606 48.2141377)",14.5,height 2,61,"{(33143803, 33144156, 0): 109.834, (33144089, 33143763, 0): 110.71, (33144089, 2455074405, 0): 177.792, (33144127, 33144089, 0): 112.35399999999998, (33144156, 33144171, 0): 69.399, (33144292, 33144156, 0): 179.642}"
33144171,33144282,0,28080757,True,,,Laudongasse,residential,30,106.41,"LINESTRING (16.3424876 48.2131249, 16.3439237 48.2131287)",89.8,height 1,51,"{(33144127, 33144171, 0): 97.519, (33144156, 33144171, 0): 179.168, (33144282, 213287635, 0): 86.388, (33144282, 33182048, 0): 179.482, (33182063, 33144282, 0): 93.612, (237990827, 33144171, 0): 98.79899999999999}"
33144282,213287635,0,28079920,True,,,Albertgasse,residential,30,78.501,"LINESTRING (16.3439237 48.2131287, 16.3438773 48.213834)",357.5,height 2,19,"{(33144171, 33144282, 0): 86.388, (33144282, 33182048, 0): 94.13000000000001, (33182063, 33144282, 0): 180, (213287635, 33144149, 0): 179.788, (213287635, 213287640, 0): 87.53200000000001, (213287635, 213287632, 0): 92.96}"
33144282,33182048,0,28080757,True,,,Laudongasse,residential,30,114.795,"LINESTRING (16.3439237 48.2131287, 16.3454729 48.2131188)",90.5,height 1,51,"{(33144171, 33144282, 0): 179.482, (33144282, 213287635, 0): 94.13000000000001, (33182048, 123849573, 0): 178.074, (33182048, 1114680094, 0): 83.887, (33182049, 33182048, 0): 94.828, (33182063, 33144282, 0): 93.398}"
33144292,33144156,0,"[28244395, 28079389]",True,,,"['Uhlplatz', 'Blindengasse']",residential,30,117.602,"LINESTRING (16.3407986 48.2121122, 16.3408255 48.2121996, 16.3408809 48.2123794, 16.341153 48.2130902, 16.341172 48.2131399)",13.6,height 2,61,"{(33143803, 33144156, 0): 70.524, (33144156, 33144171, 0): 110.243, (33144156, 33144089, 0): 179.642, (33144355, 33144292, 0): 178.119, (237990835, 33144292, 0): 75.201}"
33144300,237990835,0,95406733,True,,,Florianigasse,residential,30,23.479,"LINESTRING (16.342347 48.2120506, 16.3422643 48.2120539, 16.3420307 48.2120632)",273.4,height 1,63,"{(237990820, 33144300, 0): 179.77, (237990827, 33144300, 0): 92.76, (237990835, 237990827, 0): 82.06400000000001, (237990835, 237990840, 0): 95.324, (237990835, 33144292, 0): 179.995, (237990840, 33144300, 0): 86.252}"
33144355,33079211,0,4996498,True,,,Uhlplatz,residential,30,77.166,"LINESTRING (16.3407063 48.211844, 16.3406073 48.2118481, 16.3401586 48.2118665, 16.339937 48.2119017, 16.339893 48.2119175, 16.3398489 48.2119332, 16.3397036 48.2119851)",281.9,height 1,32,"{(33079211, 33079216, 0): 160.51600000000002, (33079211, 33143803, 0): 99.08600000000001, (33079212, 33079211, 0): 82.18, (33144355, 33144292, 0): 106.62, (2487955438, 33144355, 0): 75.451}"
33144355,33144292,0,28079388,True,,,Uhlplatz,residential,30,30.597,"LINESTRING (16.3407063 48.211844, 16.3407741 48.212041, 16.3407986 48.2121122)",12.9,height 2,61,"{(33144292, 33144156, 0): 178.119, (33144355, 33079211, 0): 106.62, (237990835, 33144292, 0): 106.68, (2487955438, 33144355, 0): 177.92899999999997}"
33144360,2487786197,0,7838185,True,,,Stolzenthalergasse,residential,30,173.731,"LINESTRING (16.3419273 48.2092607, 16.3419397 48.2093303, 16.3422042 48.2107501, 16.3422031 48.2108117)",6.8,height 2,62,"{(33144360, 25267608, 0): 87.847, (33144363, 33144360, 0): 179.23299999999998, (2487786197, 237990840, 0): 175.708, (2487786197, 314318424, 0): 85.55499999999999, (2487955438, 2487786197, 0): 97.40299999999999}"
33144360,25267608,0,23985404,True,,,Pfeilgasse,residential,30,145.51,"LINESTRING (16.3419273 48.2092607, 16.3437385 48.2090078, 16.3438492 48.2089923)",101.8,height 1,64,"{(25267608, 17312860, 0): 82.32900000000001, (33144360, 2487786197, 0): 87.847, (33144363, 33144360, 0): 92.92, (314318424, 25267608, 0): 85.073}"
33144363,25267603,0,576889183,True,2,,Lerchenfelder Straße,secondary,50,39.05,"LINESTRING (16.3416718 48.2079297, 16.3421754 48.2078263)",107.1,height 1,29,"{(25267603, 17312860, 0): 179.334, (33144363, 33144360, 0): 90.91799999999999, (315986844, 33144363, 0): 179.399}"
33144363,33144360,0,26213743,True,,,Stolzenthalergasse,residential,30,149.20700000000002,"LINESTRING (16.3416718 48.2079297, 16.3416748 48.2079456, 16.3419273 48.2092607)",7.3,height 2,62,"{(33144360, 2487786197, 0): 179.23299999999998, (33144360, 25267608, 0): 92.92, (33144363, 25267603, 0): 90.91799999999999, (315986844, 33144363, 0): 89.683}"
33144366,33143888,0,6122618,True,,,Schumanngasse,residential,30,94.253,"LINESTRING (16.3427415 48.2200116, 16.3415148 48.2202363)",285.4,height 1,14,"{(29048465, 33144366, 0): 102.092, (33143888, 29048466, 0): 69.416, (33143888, 33144424, 0): 174.658, (33143898, 33143888, 0): 100.723, (33144366, 3312560802, 0): 78.935}"
33144366,3312560802,0,"[679596246, 24412287]",True,"['3', '4']",B221,Währinger Gürtel,primary,50,174.756,"LINESTRING (16.3427415 48.2200116, 16.3423447 48.2190014, 16.3423373 48.2189826, 16.3421877 48.2186017, 16.3421658 48.2185459, 16.3421405 48.2184919)",194.8,height 2,0,"{(29048465, 33144366, 0): 178.973, (33143898, 3312560802, 0): 106.037, (33144366, 33143888, 0): 78.935, (33144414, 3312560802, 0): 91.129, (3312560802, 378696, 0): 175.997}"
33144376,33144412,0,237505066,True,2,,Zimmermannplatz,secondary,30,34.409,"LINESTRING (16.3436531 48.2169851, 16.3432089 48.2170754)",287.0,height 1,4,"{(33144412, 378699, 0): 179.52800000000002, (33144412, 2335589812, 0): 103.049, (33144416, 33144412, 0): 76.533, (2335589799, 33144376, 0): 145.46599999999998, (2335589805, 33144376, 0): 179.53300000000002}"
33144412,378699,0,26738607,True,2,,Lazarettgasse,secondary,30,60.837999999999994,"LINESTRING (16.3432089 48.2170754, 16.3425829 48.2171973, 16.3425232 48.2172089, 16.3424207 48.2172288)",286.3,height 1,4,"{(378699, 33144414, 0): 77.75, (378699, 378696, 0): 177.086, (33144376, 33144412, 0): 179.52800000000002, (33144412, 2335589812, 0): 76.479, (33144416, 33144412, 0): 103.939, (2335589819, 378699, 0): 105.383}"
33144412,2335589812,0,138562516,True,1,,Zimmermanngasse,residential,30,14.046,"LINESTRING (16.3432089 48.2170754, 16.3431842 48.2170213, 16.3431726 48.216996, 16.343154 48.2169545)",196.8,height 2,62,"{(33144376, 33144412, 0): 103.049, (33144412, 378699, 0): 76.479, (33144416, 33144412, 0): 179.582, (2335589812, 33143752, 0): 179.50900000000001, (2335589812, 2335589799, 0): 75.94300000000001, (2335589819, 2335589812, 0): 102.869}"
33144414,3312560802,0,"[905123200, 52296261]",True,,,Währinger Gürtel,residential,50,59.31999999999999,"LINESTRING (16.3429038 48.2183536, 16.3427624 48.2183617, 16.3424883 48.2184097, 16.3423389 48.2184359, 16.342301 48.2184415, 16.3422235 48.218451, 16.3421405 48.2184919)",285.2,height 1,60,"{(378699, 33144414, 0): 70.28399999999999, (33143898, 3312560802, 0): 162.834, (33144366, 3312560802, 0): 91.129, (33144414, 33345332, 0): 109.801, (33144416, 33144414, 0): 173.553, (3312560802, 378696, 0): 84.868}"
33144414,33345332,0,"[657079587, 657079588, 537932457, 537932460, 679596247, 337654522]",True,"['3', '4']",B221,Währinger Gürtel,primary,50,731.7539999999997,"LINESTRING (16.3429038 48.2183536, 16.342988 48.2185512, 16.3433094 48.2193417, 16.3433658 48.2194786, 16.3434154 48.2195988, 16.3435364 48.2198594, 16.3435989 48.2199984, 16.3437198 48.2202546, 16.3439725 48.2205997, 16.344293 48.2209468, 16.3447075 48.2213028, 16.3449526 48.221465, 16.3450598 48.2215359, 16.3454278 48.2217337, 16.3456406 48.2218496, 16.3460994 48.222036, 16.3465761 48.222186, 16.3471133 48.2223309, 16.3475693 48.2224518, 16.3476358 48.2224695, 16.3477258 48.2224934, 16.3481582 48.2226276, 16.3484881 48.2227953, 16.3487074 48.2229407, 16.3488929 48.2230945)",40.1,height 2,5,"{(378699, 33144414, 0): 179.91500000000002, (33144414, 3312560802, 0): 109.801, (33144416, 33144414, 0): 76.646, (33345332, 33345333, 0): 126.578, (33345332, 378728, 0): 178.934}"
33144416,33144412,0,4996487,True,1,,Zimmermanngasse,residential,30,132.537,"LINESTRING (16.3437258 48.2182127, 16.3433693 48.2173391, 16.3432948 48.2172596, 16.3432353 48.2171321, 16.3432264 48.217113, 16.3432089 48.2170754)",196.8,height 2,62,"{(33144376, 33144412, 0): 76.533, (33144412, 378699, 0): 103.939, (33144412, 2335589812, 0): 179.582, (33144416, 33144414, 0): 77.523, (33144419, 33144416, 0): 102.484}"
33144416,33144414,0,"[27323306, 789285095]",True,2,,Borschkegasse,residential,30,62.884,"LINESTRING (16.3437258 48.2182127, 16.343225 48.2182985, 16.343066 48.2183258, 16.3429038 48.2183536)",284.4,height 1,60,"{(378699, 33144414, 0): 103.269, (33144414, 3312560802, 0): 173.553, (33144414, 33345332, 0): 76.646, (33144416, 33144412, 0): 77.523, (33144419, 33144416, 0): 179.993}"
33144419,33144416,0,27323306,True,,,Borschkegasse,residential,30,65.327,"LINESTRING (16.3445798 48.2180665, 16.3437258 48.2182127)",284.4,height 1,60,"{(378700, 33144419, 0): 88.277, (33144416, 33144412, 0): 102.484, (33144416, 33144414, 0): 179.993, (33144419, 33182073, 0): 179.78300000000002}"
33144419,33182073,0,4997431,True,,,Borschkegasse,residential,30,65.832,"LINESTRING (16.3445798 48.2180665, 16.3447083 48.218044, 16.3454392 48.2179161)",104.7,height 1,60,"{(378700, 33144419, 0): 91.506, (33144419, 33144416, 0): 179.78300000000002, (33182073, 33182070, 0): 101.719, (33182073, 378701, 0): 179.91000000000003}"
33144422,33143821,0,27541035,True,,,Schumanngasse,residential,30,149.318,"LINESTRING (16.3390404 48.2209162, 16.3371841 48.2214393)",292.9,height 1,14,"{(33143821, 33143825, 0): 65.852, (33143821, 33144427, 0): 171.178, (33144422, 33144626, 0): 73.429, (33144424, 33144422, 0): 179.133, (33144471, 33144422, 0): 107.524, (264055540, 33143821, 0): 114.337}"
33144422,33144626,0,848949315,True,,,Dempschergasse,residential,30,120.795,"LINESTRING (16.3390404 48.2209162, 16.3384073 48.2199151)",202.8,height 2,65,"{(33144422, 33143821, 0): 73.429, (33144424, 33144422, 0): 107.438, (33144471, 33144422, 0): 179.047, (33144626, 33144588, 0): 177.293, (33144626, 264055539, 0): 110.613, (245498401, 33144626, 0): 69.333}"
33144424,33144422,0,32495663,True,,,Schumanngasse,residential,30,109.045,"LINESTRING (16.340405 48.2205487, 16.3403102 48.2205746, 16.3397755 48.2207205, 16.3391176 48.2208957, 16.3390404 48.2209162)",292.0,height 1,14,"{(33143888, 33144424, 0): 179.574, (33144422, 33143821, 0): 179.133, (33144422, 33144626, 0): 107.438, (33144467, 33144424, 0): 108.304, (33144471, 33144422, 0): 71.609, (33144629, 33144424, 0): 72.45700000000001}"
33144427,33144459,0,27541033,True,,,Schumanngasse,residential,30,84.406,"LINESTRING (16.3360195 48.2219915, 16.3351015 48.2224411)",306.3,height 1,14,"{(33143821, 33144427, 0): 179.862, (33144427, 33144941, 0): 76.816, (33144459, 393924, 0): 179.936, (33144459, 33144947, 0): 108.23400000000001, (33144484, 33144459, 0): 72.723, (3956260281, 33144427, 0): 102.86099999999999}"
33144427,33144941,0,824273532,True,,,Leitermayergasse,residential,30,93.023,"LINESTRING (16.3360195 48.2219915, 16.3354187 48.2212569)",208.6,height 2,12,"{(33143821, 33144427, 0): 103.322, (33144427, 33144459, 0): 76.816, (33144941, 33144633, 0): 179.758, (33144941, 264055540, 0): 73.78, (320192043, 33144941, 0): 105.851, (3956260281, 33144427, 0): 179.67700000000002}"
33144459,393924,0,27541033,True,,,Schumanngasse,residential,30,99.268,"LINESTRING (16.3351015 48.2224411, 16.3340208 48.2229689)",306.2,height 1,14,"{(392224, 393924, 0): 105.419, (393924, 33144487, 0): 74.256, (393924, 292365649, 0): 179.976, (33144427, 33144459, 0): 179.936, (33144459, 33144947, 0): 71.702, (33144484, 33144459, 0): 107.34100000000001}"
33144459,33144947,0,227970775,True,,,Kalvarienberggasse,residential,30,97.286,"LINESTRING (16.3351015 48.2224411, 16.3343852 48.2217078)",213.1,height 2,23,"{(392224, 33144947, 0): 111.642, (33144427, 33144459, 0): 108.23400000000001, (33144459, 393924, 0): 71.702, (33144484, 33144459, 0): 179.043, (33144947, 320192043, 0): 69.441, (33144947, 33144640, 0): 179.513}"
33144463,64970627,0,24939639,True,,,Lacknergasse,residential,30,113.039,"LINESTRING (16.331527 48.2241773, 16.3321398 48.2251083)",23.7,height 2,40,"{(26405248, 33144463, 0): 179.181, (33144463, 50655844, 0): 97.349, (64970487, 64970627, 0): 69.12, (64970627, 64972028, 0): 96.328, (64970627, 29048470, 0): 178.27100000000002, (292365649, 33144463, 0): 82.408}"
33144463,50655844,0,27541033,True,,,Schumanngasse,residential,30,77.467,"LINESTRING (16.331527 48.2241773, 16.3306833 48.2245889)",306.2,height 1,14,"{(26405248, 33144463, 0): 83.47, (33144463, 64970627, 0): 97.349, (50655844, 33144747, 0): 95.556, (50655844, 50655845, 0): 179.24, (64970487, 50655844, 0): 84.774, (292365649, 33144463, 0): 179.757}"
33144467,29048466,0,32495614,True,,,Antonigasse,residential,30,84.874,"LINESTRING (16.3409478 48.2213039, 16.3420779 48.2211786)",99.4,height 1,45,"{(29048466, 283324405, 0): 115.654, (29048466, 29048465, 0): 177.738, (33143888, 29048466, 0): 65.566, (33144467, 392301, 0): 60.986, (33144467, 33144424, 0): 119.41300000000001, (33144471, 33144467, 0): 170.808}"
33144467,392301,0,11381454,True,2,,Martinstraße,tertiary,30,120.689,"LINESTRING (16.3409478 48.2213039, 16.340989 48.221362, 16.3415988 48.2222216, 16.3416349 48.2222725, 16.3416439 48.2222852)",25.3,height 2,21,"{(33143829, 392301, 0): 173.862, (33144467, 29048466, 0): 60.986, (33144467, 33144424, 0): 179.601, (33144471, 33144467, 0): 109.822, (283324405, 392301, 0): 114.392, (283324407, 392301, 0): 66.703}"
33144467,33144424,0,11381454,True,2,,Martinstraße,tertiary,30,93.10900000000001,"LINESTRING (16.3409478 48.2213039, 16.340917 48.2212611, 16.3404301 48.2205865, 16.340405 48.2205487)",205.6,height 2,21,"{(33143888, 33144424, 0): 72.122, (33144424, 33144422, 0): 108.304, (33144467, 29048466, 0): 119.41300000000001, (33144467, 392301, 0): 179.601, (33144471, 33144467, 0): 69.779, (33144629, 33144424, 0): 179.23899999999998}"
33144471,33144422,0,4996525,True,,,Dempschergasse,residential,30,94.167,"LINESTRING (16.3395494 48.2216922, 16.3390404 48.2209162)",203.6,height 2,65,"{(33144422, 33143821, 0): 107.524, (33144422, 33144626, 0): 179.047, (33144424, 33144422, 0): 71.609, (33144471, 33144467, 0): 107.743, (33144475, 33144471, 0): 72.216}"
33144471,33144467,0,172398663,True,,,Antonigasse,residential,30,112.236,"LINESTRING (16.3395494 48.2216922, 16.3409478 48.2213039)",112.6,height 1,45,"{(33144467, 29048466, 0): 170.808, (33144467, 392301, 0): 109.822, (33144467, 33144424, 0): 69.779, (33144471, 33144422, 0): 107.743, (33144475, 33144471, 0): 179.959}"
33144475,33144471,0,172398663,True,,,Antonigasse,residential,30,14.834,"LINESTRING (16.3393645 48.2217434, 16.3395494 48.2216922)",112.6,height 1,45,"{(33143825, 33144475, 0): 179.477, (33144471, 33144422, 0): 72.216, (33144471, 33144467, 0): 179.959, (283324407, 33144475, 0): 71.39399999999999}"
33144484,3956260281,0,183541781,True,,,Antonigasse,residential,30,77.305,"LINESTRING (16.3358738 48.2232586, 16.336713 48.2228454)",126.5,height 1,45,"{(29048468, 33144484, 0): 71.299, (33143995, 3956260281, 0): 107.01400000000001, (33144484, 33144459, 0): 107.15700000000001, (33144487, 33144484, 0): 179.948, (3956260281, 33143825, 0): 179.81900000000002, (3956260281, 33144427, 0): 76.79599999999999}"
33144484,33144459,0,227970775,True,,,Kalvarienberggasse,residential,30,107.408,"LINESTRING (16.3358738 48.2232586, 16.3351015 48.2224411)",212.2,height 2,23,"{(29048468, 33144484, 0): 178.45600000000002, (33144427, 33144459, 0): 72.723, (33144459, 393924, 0): 107.34100000000001, (33144459, 33144947, 0): 179.043, (33144484, 3956260281, 0): 107.15700000000001, (33144487, 33144484, 0): 72.791}"
33144487,33144484,0,183541781,True,,,Antonigasse,residential,30,101.983,"LINESTRING (16.3347658 48.2238029, 16.3358738 48.2232586)",126.4,height 1,45,"{(393924, 33144487, 0): 105.612, (29048468, 33144484, 0): 108.753, (33144484, 3956260281, 0): 179.948, (33144484, 33144459, 0): 72.791, (33144487, 33144069, 0): 74.875, (33144491, 33144487, 0): 179.97400000000002}"
33144487,33144069,0,26191650,True,,,Mitterberggasse,residential,30,93.603,"LINESTRING (16.3347658 48.2238029, 16.3353941 48.2245184, 16.3354038 48.2245295)",30.3,height 2,10,"{(393924, 33144487, 0): 179.513, (33144069, 33345303, 0): 179.13, (33144069, 29048468, 0): 104.974, (33144487, 33144484, 0): 74.875, (33144491, 33144487, 0): 105.099, (283324413, 33144069, 0): 74.979}"
33144491,33144487,0,183541781,True,,,Antonigasse,residential,30,86.357,"LINESTRING (16.3338278 48.224264, 16.3338464 48.2242549, 16.3338945 48.2242314, 16.3347658 48.2238029)",126.4,height 1,45,"{(393924, 33144487, 0): 74.414, (33144487, 33144484, 0): 179.97400000000002, (33144487, 33144069, 0): 105.099, (64972028, 33144491, 0): 179.976, (283324413, 33144491, 0): 74.267, (292365649, 33144491, 0): 105.327}"
33144494,33144497,0,749696271,True,,,Staudgasse,residential,30,69.026,"LINESTRING (16.3429429 48.2230866, 16.343871 48.2230317)",95.1,height 1,11,"{(33143829, 33144494, 0): 179.739, (33144494, 33144503, 0): 75.09, (33144497, 33144550, 0): 105.377, (33144497, 358517297, 0): 76.254, (33144500, 33144497, 0): 172.648, (283324405, 33144494, 0): 103.951}"
33144494,33144503,0,749696272,True,,,Theresiengasse,residential,30,103.761,"LINESTRING (16.3429429 48.2230866, 16.3432442 48.2239979)",12.4,height 2,44,"{(33143829, 33144494, 0): 105.171, (33144494, 33144497, 0): 75.09, (33144503, 33344810, 0): 172.882, (33144503, 33143834, 0): 76.295, (33144550, 33144503, 0): 103.732, (283324405, 33144494, 0): 179.041}"
33144497,33144550,0,24033644,True,,,Kutschkergasse,residential,30,101.694,"LINESTRING (16.343871 48.2230317, 16.344174 48.2239237)",12.8,height 2,66,"{(33144494, 33144497, 0): 105.377, (33144497, 358517297, 0): 178.369, (33144500, 33144497, 0): 104.795, (33144550, 33144503, 0): 75.801, (33344807, 33144550, 0): 103.97, (33344808, 33144550, 0): 178.912}"
33144497,358517297,0,39235713,True,,,Kutschkergasse,residential,30,118.468,"LINESTRING (16.343871 48.2230317, 16.3435914 48.2221246, 16.3435756 48.2220851, 16.3435234 48.2220147, 16.3435101 48.2219968)",193.1,height 2,66,"{(33144494, 33144497, 0): 76.254, (33144497, 33144550, 0): 178.369, (33144500, 33144497, 0): 111.09800000000001, (358517297, 283324405, 0): 117.723, (358517297, 283324403, 0): 64.337}"
33144500,33344806,0,24940052,True,,,Staudgasse,residential,30,101.354,"LINESTRING (16.3444459 48.2231404, 16.3457224 48.2234684)",68.9,height 1,11,"{(655012, 33144500, 0): 73.227, (33144500, 33144497, 0): 179.643, (33344806, 33344801, 0): 106.377, (33344806, 33344805, 0): 173.077, (33344807, 33344806, 0): 70.80199999999999}"
