u,v,key,geometry,stroke_group,edge_interior_angle,int_bearing_diff
248526743,68228729,0,"LINESTRING (16.3265398 48.21428, 16.326437 48.2142848, 16.3263997 48.2142866, 16.3263696 48.214288, 16.3260733 48.2143015, 16.3260665 48.2143018, 16.3259849 48.2143055, 16.3256535 48.2143206, 16.3255987 48.2143226, 16.3255538 48.2143248, 16.3254473 48.21433)",36,"{(254353386, 68228729, 0): 100.41199999999999, (68228729, 2285939391, 0): 94.114, (248526742, 248526743, 0): 88.922, (248526743, 8074083217, 0): 91.419, (33174083, 248526743, 0): 175.878, (68228729, 33242275, 0): 179.25500000000002}",0
68228729,33242275,0,"LINESTRING (16.3254473 48.21433, 16.3242599 48.2143725)",36,"{(25276596, 33242275, 0): 90.279, (33242275, 33242116, 0): 94.54700000000001, (254353386, 68228729, 0): 95.56700000000001, (68228729, 2285939391, 0): 98.95900000000002, (248526743, 68228729, 0): 179.25500000000002}",0
33079251,24966952,0,"LINESTRING (16.3303835 48.2103743, 16.3295022 48.2105988)",37,"{(24966959, 24966952, 0): 114.235, (24966952, 24966947, 0): 85.101, (24966952, 33079252, 0): 174.27700000000002, (33079250, 33079251, 0): 115.432, (33079251, 26972253, 0): 68.293}",0
24966952,33079252,0,"LINESTRING (16.3295022 48.2105988, 16.3285498 48.2107423)",37,"{(24966959, 24966952, 0): 60.041999999999994, (24966952, 24966947, 0): 100.622, (33079251, 24966952, 0): 174.27700000000002, (33079252, 33079254, 0): 179.72299999999998, (17312826, 33079252, 0): 134.314, (33079252, 33079246, 0): 37.158}",0
33079252,33079254,0,"LINESTRING (16.3285498 48.2107423, 16.3272905 48.2109258)",37,"{(24966952, 33079252, 0): 179.72299999999998, (378642, 33079254, 0): 104.105, (33079254, 33079245, 0): 131.007, (17312826, 33079252, 0): 45.409000000000006, (33079252, 33079246, 0): 143.119, (33079254, 378630, 0): 179.365}",0
378642,33079254,0,"LINESTRING (16.3271266 48.21031, 16.3271313 48.2103242, 16.3271487 48.2103764, 16.327313 48.2108712, 16.3272905 48.2109258)",38,"{(17312826, 378642, 0): 80.281, (33079252, 33079254, 0): 104.105, (33079254, 33079245, 0): 169.68, (378642, 378629, 0): 99.41799999999999, (33079254, 378630, 0): 121.32199999999999}",28
33079254,33079245,0,"LINESTRING (16.3272905 48.2109258, 16.3272508 48.2109876, 16.3273139 48.2114019)",38,"{(24966942, 33079245, 0): 89.20100000000001, (33079245, 33079246, 0): 91.076, (33079252, 33079254, 0): 131.007, (378642, 33079254, 0): 169.68, (33079245, 33079247, 0): 176.895, (33079254, 378630, 0): 113.79}",29
33079245,33079247,0,"LINESTRING (16.3273139 48.2114019, 16.3273537 48.211593, 16.3274045 48.2119319)",38,"{(24966942, 33079245, 0): 93.904, (33079245, 33079246, 0): 85.819, (33079254, 33079245, 0): 176.895, (33079247, 33079231, 0): 155.348, (33079248, 33079247, 0): 89.566, (33079247, 2383639020, 0): 93.978}",2
33079247,33079231,0,"LINESTRING (16.3274045 48.2119319, 16.3273792 48.2120194, 16.3273041 48.2125511, 16.3273009 48.2126032, 16.3272983 48.2126465, 16.3272976 48.2126585)",38,"{(2383639011, 33079231, 0): 105.869, (33079231, 7800238148, 0): 80.169, (33079245, 33079247, 0): 155.348, (33079231, 33079241, 0): 176.32899999999998, (33079248, 33079247, 0): 115.086, (33079247, 2383639020, 0): 93.624}",9
33079231,33079241,0,"LINESTRING (16.3272976 48.2126585, 16.3272961 48.2126707, 16.3272921 48.2127027, 16.3272103 48.2133556, 16.3272035 48.21341, 16.3272018 48.2134238)",38,"{(33079240, 33079241, 0): 93.864, (33079241, 8074083217, 0): 85.411, (2383639011, 33079231, 0): 84.478, (33079231, 7800238148, 0): 110.17800000000001, (33079247, 33079231, 0): 176.32899999999998, (33079241, 33174083, 0): 170.917}",0
33079241,33174083,0,"LINESTRING (16.3272018 48.2134238, 16.3272023 48.2134377, 16.3272051 48.2135117, 16.3272344 48.2142953)",38,"{(33079240, 33079241, 0): 81.173, (33079241, 8074083217, 0): 103.672, (33174084, 33174083, 0): 93.97100000000002, (33174083, 248526743, 0): 90.906, (33079231, 33079241, 0): 170.917, (33174083, 33144935, 0): 179.57}",0
33174083,33144935,0,"LINESTRING (16.3272344 48.2142953, 16.3272784 48.2152751)",38,"{(33144932, 33144935, 0): 88.038, (33144935, 248526742, 0): 91.776, (33174084, 33174083, 0): 90.741, (33174083, 248526743, 0): 93.80600000000001, (33079241, 33174083, 0): 179.57, (33144935, 33144914, 0): 179.95000000000002}",0
33144935,33144914,0,"LINESTRING (16.3272784 48.2152751, 16.3272956 48.2156509, 16.3273106 48.2159328, 16.3273411 48.2165075)",38,"{(33174088, 33144914, 0): 87.718, (33144914, 33144909, 0): 92.925, (33144932, 33144935, 0): 91.912, (33144935, 248526742, 0): 88.274, (33174083, 33144935, 0): 179.95000000000002}",0
33079250,33079249,0,"LINESTRING (16.3308223 48.2109024, 16.3303285 48.2111021, 16.3299852 48.211241, 16.3297283 48.2113539)",39,"{(24966947, 33079250, 0): 156.147, (33079250, 25276592, 0): 168.286, (24966947, 33079249, 0): 79.032, (33079249, 264054984, 0): 106.675, (33079249, 33079248, 0): 177.699, (33079250, 33079251, 0): 72.29599999999999}",2
33079249,33079248,0,"LINESTRING (16.3297283 48.2113539, 16.3289048 48.211677)",39,"{(24966947, 33079249, 0): 98.667, (33079249, 264054984, 0): 75.626, (33079250, 33079249, 0): 177.699, (33079248, 33079247, 0): 168.523, (33079246, 33079248, 0): 74.355, (33079248, 33079229, 0): 107.293}",0
33079248,33079247,0,"LINESTRING (16.3289048 48.211677, 16.3278669 48.211859, 16.3274045 48.2119319)",39,"{(33079245, 33079247, 0): 89.566, (33079247, 33079231, 0): 115.086, (33079249, 33079248, 0): 168.523, (33079247, 2383639020, 0): 176.45600000000002, (33079246, 33079248, 0): 94.16799999999999, (33079248, 33079229, 0): 84.184}",1
33079247,2383639020,0,"LINESTRING (16.3274045 48.2119319, 16.3264498 48.2121436, 16.3262994 48.2121834)",39,"{(33079245, 33079247, 0): 93.978, (33079247, 33079231, 0): 93.624, (33079248, 33079247, 0): 176.45600000000002, (2383639020, 7490239743, 0): 155.268, (2383639020, 24966942, 0): 98.804}",3
2383639020,7490239743,0,"LINESTRING (16.3262994 48.2121834, 16.3262207 48.2122484)",39,"{(33079247, 2383639020, 0): 155.268, (7490239743, 2383639011, 0): 99.01, (2383639020, 24966942, 0): 105.928}",0
7490239743,2383639011,0,"LINESTRING (16.3262207 48.2122484, 16.3262944 48.2123733, 16.3264445 48.2126674, 16.3265051 48.2127939, 16.3265206 48.2128173, 16.3265495 48.2128259, 16.3265736 48.2128346)",39,"{(2383639011, 33079231, 0): 130.64, (2383639020, 7490239743, 0): 99.01, (8074083217, 2383639011, 0): 61.676}",40
378720,75605503,0,"LINESTRING (16.3498011 48.2177309, 16.3499805 48.2174845)",40,"{(378720, 27028195, 0): 114.464, (75605503, 33182056, 0): 135.464, (75605497, 75605503, 0): 128.962, (378721, 378720, 0): 79.995}",0
75605503,33182056,0,"LINESTRING (16.3499805 48.2174845, 16.3499654 48.2173832, 16.3499515 48.2172592)",40,"{(378720, 75605503, 0): 135.464, (33182056, 33182053, 0): 176.91700000000003, (75605497, 75605503, 0): 95.574, (33182056, 33182055, 0): 87.642}",1
33182056,33182053,0,"LINESTRING (16.3499515 48.2172592, 16.3499422 48.2172035, 16.349933 48.2171571, 16.3499306 48.2171369, 16.3497361 48.2159657)",40,"{(75605503, 33182056, 0): 176.91700000000003, (33182054, 33182053, 0): 86.511, (33182053, 33182052, 0): 94.305, (33182056, 33182055, 0): 95.441}",0
33182052,27028195,0,"LINESTRING (16.348099 48.2161153, 16.3481408 48.2169083, 16.3481639 48.217279, 16.3481679 48.2174043)",41,"{(378720, 27028195, 0): 103.16, (27028195, 378701, 0): 83.754, (33182053, 33182052, 0): 92.304, (33182052, 33182051, 0): 87.074, (2457060680, 33182052, 0): 179.46300000000002}",1
33182073,33182070,0,"LINESTRING (16.3454392 48.2179161, 16.3454627 48.2171655)",42,"{(33144419, 33182073, 0): 101.719, (33182073, 378701, 0): 81.95700000000001, (378701, 33182070, 0): 69.962, (33182070, 378700, 0): 109.58, (33182070, 33182066, 0): 167.007}",0
378700,33144419,0,"LINESTRING (16.3445443 48.2168208, 16.3445045 48.2169169, 16.3444914 48.2170127, 16.3445711 48.2180235, 16.3445798 48.2180665)",43,"{(33144416, 33144419, 0): 88.277, (33144419, 33182073, 0): 91.506, (33182070, 378700, 0): 96.766, (378700, 33144376, 0): 111.484}",23
68164549,249607807,0,"LINESTRING (16.3457204 48.215491, 16.3456233 48.2155064, 16.3452099 48.2155997, 16.3447897 48.2157113)",44,"{(249607807, 2451408746, 0): 179.639, (33182067, 249607807, 0): 81.43799999999999, (33182051, 68164549, 0): 87.98, (68164549, 685158, 0): 89.071, (10, 68164549, 0): 173.842}",8
249607807,2451408746,0,"LINESTRING (16.3447897 48.2157113, 16.3439738 48.2159225, 16.3438622 48.2159723, 16.3438057 48.2160109, 16.3437709 48.2160559)",44,"{(68164549, 249607807, 0): 179.639, (33182067, 249607807, 0): 98.923, (685161, 2451408746, 0): 116.257, (2451408746, 33144376, 0): 160.141}",42
33144416,33144412,0,"LINESTRING (16.3437258 48.2182127, 16.3433693 48.2173391, 16.3432948 48.2172596, 16.3432353 48.2171321, 16.3432264 48.217113, 16.3432089 48.2170754)",45,"{(33144414, 33144416, 0): 77.523, (33144416, 33144419, 0): 102.484, (33144376, 33144412, 0): 76.533, (33144412, 378699, 0): 103.939, (33144412, 33143752, 0): 179.582}",2
2455074396,33144127,0,"LINESTRING (16.3427655 48.2151708, 16.3427617 48.2151501, 16.3426267 48.2141577)",45,"{(2455074401, 2455074396, 0): 102.02999999999999, (2455074396, 2455074405, 0): 98.824, (33144089, 33144127, 0): 98.82199999999999, (33144127, 33144171, 0): 179.92399999999998, (33144127, 33144149, 0): 97.419, (33143752, 2455074396, 0): 175.674}",2
33144127,33144171,0,"LINESTRING (16.3426267 48.2141577, 16.3424876 48.2131249)",45,"{(33144089, 33144127, 0): 96.596, (33144156, 33144171, 0): 96.991, (33144171, 33144282, 0): 97.519, (2455074396, 33144127, 0): 179.92399999999998, (33144127, 33144149, 0): 97.99900000000001, (33144171, 33144300, 0): 179.024}",0
2487786197,33144360,0,"LINESTRING (16.3422031 48.2108117, 16.3422042 48.2107501, 16.3419397 48.2093303, 16.3419273 48.2092607)",45,"{(33144360, 33144363, 0): 179.23299999999998, (314318424, 2487786197, 0): 85.55499999999999, (2487786197, 2487955438, 0): 97.40299999999999, (33144360, 25267608, 0): 87.847, (33144300, 2487786197, 0): 175.708}",7
33144360,33144363,0,"LINESTRING (16.3419273 48.2092607, 16.3416748 48.2079456, 16.3416718 48.2079297)",45,"{(2487786197, 33144360, 0): 179.23299999999998, (33144360, 25267608, 0): 92.92, (33144363, 17312861, 0): 89.683, (17312860, 33144363, 0): 90.91799999999999}",0
33079212,33079211,0,"LINESTRING (16.3395185 48.2111003, 16.3395207 48.2111104, 16.3395277 48.2111423, 16.3395497 48.2112426, 16.3395529 48.2112574, 16.3396715 48.2118317, 16.3396782 48.2118639, 16.3397036 48.2119851)",46,"{(33144355, 33079211, 0): 82.18, (33079211, 33079216, 0): 117.304, (33079211, 33143803, 0): 178.73399999999998, (2487955438, 33079212, 0): 84.815, (33079213, 33079212, 0): 174.88099999999997}",0
33079211,33143803,0,"LINESTRING (16.3397036 48.2119851, 16.3397242 48.2120955, 16.3397966 48.2123648, 16.3401909 48.2130828, 16.340235 48.2131631)",46,"{(33079191, 33143803, 0): 63.343, (33143803, 33144156, 0): 117.36, (33144355, 33079211, 0): 99.08600000000001, (33079211, 33079216, 0): 61.42999999999999, (33079212, 33079211, 0): 178.73399999999998, (33143803, 33143763, 0): 179.481}",13
33143803,33143763,0,"LINESTRING (16.340235 48.2131631, 16.3405033 48.2136623, 16.3407546 48.2141297)",46,"{(33079217, 33143763, 0): 116.2, (33143763, 33144089, 0): 118.83399999999999, (33079191, 33143803, 0): 116.138, (33143803, 33144156, 0): 63.159, (33079211, 33143803, 0): 179.481, (33143763, 2455074398, 0): 179.425}",0
33143763,2455074398,0,"LINESTRING (16.3407546 48.2141297, 16.3411306 48.2148125, 16.3412647 48.2150559, 16.3412826 48.2150885, 16.3413063 48.2151315)",46,"{(2455074405, 2455074398, 0): 120.35999999999999, (2455074398, 2605251628, 0): 116.715, (33079217, 33143763, 0): 120.905, (33143763, 33144089, 0): 118.271, (33143803, 33143763, 0): 179.425, (2455074398, 685164, 0): 179.514}",0
378699,33144414,0,"LINESTRING (16.3424207 48.2172288, 16.3424441 48.2172833, 16.3424708 48.2173351, 16.3428515 48.2182304, 16.3428721 48.2182789, 16.3429038 48.2183536)",46,"{(3312560802, 33144414, 0): 70.28399999999999, (33144414, 33144416, 0): 103.269, (33144412, 378699, 0): 77.75, (378699, 378696, 0): 105.16399999999999, (33144414, 33345332, 0): 179.91500000000002, (685164, 378699, 0): 176.867}",0
33144414,33345332,0,"LINESTRING (16.3429038 48.2183536, 16.342988 48.2185512, 16.3433094 48.2193417, 16.3433658 48.2194786, 16.3434154 48.2195988, 16.3435364 48.2198594, 16.3435989 48.2199984, 16.3437198 48.2202546, 16.3439725 48.2205997, 16.344293 48.2209468, 16.3447075 48.2213028, 16.3449526 48.221465, 16.3450598 48.2215359, 16.3454278 48.2217337, 16.3456406 48.2218496, 16.3460994 48.222036, 16.3465761 48.222186, 16.3471133 48.2223309, 16.3475693 48.2224518, 16.3476358 48.2224695, 16.3477258 48.2224934, 16.3481582 48.2226276, 16.3484881 48.2227953, 16.3487074 48.2229407, 16.3488929 48.2230945)",46,"{(3312560802, 33144414, 0): 109.801, (33144414, 33144416, 0): 76.646, (378699, 33144414, 0): 179.91500000000002, (33345332, 33345333, 0): 126.578, (33345332, 1629378075, 0): 178.934}",23
33143667,33143911,0,"LINESTRING (16.340146 48.2167445, 16.3403731 48.2173763, 16.3403824 48.2174022, 16.340393 48.2174296, 16.3404235 48.2175079)",47,"{(378696, 33143911, 0): 103.496, (33143911, 33144821, 0): 76.179, (685160, 33143667, 0): 98.963, (33143667, 685163, 0): 82.939, (33143911, 33143898, 0): 158.844}",1
33143911,33143898,0,"LINESTRING (16.3404235 48.2175079, 16.3404726 48.2175616, 16.3409226 48.2187018)",47,"{(33144583, 33143898, 0): 78.84700000000001, (33143898, 3312560802, 0): 101.688, (378696, 33143911, 0): 55.348, (33143911, 33144821, 0): 124.977, (33143667, 33143911, 0): 158.844, (33143898, 33143888, 0): 179.565}",17
33143898,33143888,0,"LINESTRING (16.3409226 48.2187018, 16.3415148 48.2202363)",47,"{(33144366, 33143888, 0): 100.723, (33143888, 33144424, 0): 84.619, (33144583, 33143898, 0): 100.71799999999999, (33143898, 3312560802, 0): 78.747, (33143911, 33143898, 0): 179.565, (33143888, 29048466, 0): 170.139}",0
33143888,29048466,0,"LINESTRING (16.3415148 48.2202363, 16.3417881 48.2206918, 16.3420432 48.2211203, 16.3420779 48.2211786)",47,"{(33144467, 29048466, 0): 65.566, (29048466, 29048465, 0): 112.172, (33144366, 33143888, 0): 69.416, (33143888, 33144424, 0): 105.242, (33143898, 33143888, 0): 170.139, (29048466, 283324405, 0): 178.78}",0
29048466,283324405,0,"LINESTRING (16.3420779 48.2211786, 16.3426137 48.2220367, 16.3426396 48.2221155, 16.3426438 48.2221284)",47,"{(392301, 283324405, 0): 80.461, (283324405, 358517297, 0): 99.55600000000001, (33144467, 29048466, 0): 115.654, (29048466, 29048465, 0): 66.608, (33143888, 29048466, 0): 178.78, (283324405, 33144494, 0): 179.30200000000002}",10
283324405,33144494,0,"LINESTRING (16.3426438 48.2221284, 16.3429429 48.2230866)",47,"{(392301, 283324405, 0): 98.841, (283324405, 358517297, 0): 81.142, (29048466, 283324405, 0): 179.30200000000002, (33144494, 33144503, 0): 179.041, (33143829, 33144494, 0): 75.788, (33144494, 33144497, 0): 103.951}",0
33144494,33144503,0,"LINESTRING (16.3429429 48.2230866, 16.3432442 48.2239979)",47,"{(283324405, 33144494, 0): 179.041, (33144503, 33344810, 0): 172.882, (33143829, 33144494, 0): 105.171, (33144494, 33144497, 0): 75.09, (33144550, 33144503, 0): 103.732, (33144503, 33143834, 0): 76.295}",0
33144503,33344810,0,"LINESTRING (16.3432442 48.2239979, 16.3434463 48.2250207)",47,"{(401838, 33344810, 0): 83.31599999999999, (33344810, 33344809, 0): 96.688, (33144494, 33144503, 0): 172.882, (33144550, 33144503, 0): 83.386, (33144503, 33143834, 0): 96.587}",0
33079194,33079193,0,"LINESTRING (16.3384177 48.2122164, 16.3384815 48.2132112)",48,"{(33079208, 33079193, 0): 87.15599999999999, (33079193, 33079191, 0): 92.551, (33079216, 33079194, 0): 90.978, (33079194, 33079209, 0): 88.225, (33079193, 33079198, 0): 179.368}",0
33079193,33079198,0,"LINESTRING (16.3384815 48.2132112, 16.3385269 48.2140665)",48,"{(33079198, 33079217, 0): 94.41699999999999, (33079208, 33079193, 0): 92.212, (33079193, 33079191, 0): 88.081, (33079194, 33079193, 0): 179.368, (33079198, 2605251576, 0): 179.485}",0
33079198,2605251576,0,"LINESTRING (16.3385269 48.2140665, 16.3385846 48.2149958, 16.338588 48.2150512)",48,"{(2605251628, 2605251576, 0): 100.22300000000001, (33079198, 33079217, 0): 92.17399999999999, (33079193, 33079198, 0): 179.485, (2605251576, 33079197, 0): 84.257, (2605251576, 33144883, 0): 179.848}",0
33144883,685160,0,"LINESTRING (16.3387674 48.2160107, 16.3389088 48.2166625, 16.3389994 48.2169634)",48,"{(685159, 685160, 0): 83.14, (685160, 33143667, 0): 95.94900000000001, (33144888, 33144883, 0): 97.49199999999999, (33144883, 33144880, 0): 82.86800000000001, (685160, 33144821, 0): 178.58100000000002, (2605251576, 33144883, 0): 178.761}",3
685160,33144821,0,"LINESTRING (16.3389994 48.2169634, 16.3391893 48.2175418, 16.3391976 48.217567, 16.3392071 48.217595, 16.3392305 48.2176641)",48,"{(33143911, 33144821, 0): 101.263, (685159, 685160, 0): 98.279, (685160, 33143667, 0): 82.632, (33144883, 685160, 0): 178.58100000000002, (33144821, 33144583, 0): 177.471, (33144821, 33144826, 0): 74.557}",0
33144821,33144583,0,"LINESTRING (16.3392305 48.2176641, 16.3392544 48.2177256, 16.3397278 48.2189455)",48,"{(33144583, 33143898, 0): 100.345, (33143911, 33144821, 0): 76.208, (685160, 33144821, 0): 177.471, (33144583, 33144629, 0): 179.514, (33144821, 33144826, 0): 107.972, (33144588, 33144583, 0): 83.203}",0
33144583,33144629,0,"LINESTRING (16.3397278 48.2189455, 16.3399083 48.2194226, 16.3399699 48.2195895)",48,"{(33144583, 33143898, 0): 80.141, (33144821, 33144583, 0): 179.514, (33144629, 33144424, 0): 179.752, (33144588, 33144583, 0): 96.31099999999999, (33144629, 33144626, 0): 82.001}",0
33144629,33144424,0,"LINESTRING (16.3399699 48.2195895, 16.3400683 48.2198526, 16.340231 48.2202584, 16.3403692 48.2204932, 16.340405 48.2205487)",48,"{(33143888, 33144424, 0): 107.11699999999999, (33144424, 33144422, 0): 72.45700000000001, (33144583, 33144629, 0): 179.752, (33144424, 33144467, 0): 179.23899999999998, (33144629, 33144626, 0): 98.247}",9
33144424,33144467,0,"LINESTRING (16.340405 48.2205487, 16.3404301 48.2205865, 16.340917 48.2212611, 16.3409478 48.2213039)",48,"{(33144471, 33144467, 0): 69.779, (33144467, 29048466, 0): 119.41300000000001, (33143888, 33144424, 0): 72.122, (33144424, 33144422, 0): 108.304, (33144629, 33144424, 0): 179.23899999999998, (33144467, 392301, 0): 179.601}",2
33144467,392301,0,"LINESTRING (16.3409478 48.2213039, 16.340989 48.221362, 16.3415988 48.2222216, 16.3416349 48.2222725, 16.3416439 48.2222852)",48,"{(283324407, 392301, 0): 66.703, (392301, 283324405, 0): 114.392, (33144471, 33144467, 0): 109.822, (33144467, 29048466, 0): 60.986, (33144424, 33144467, 0): 179.601, (392301, 33143829, 0): 173.862}",0
392301,33143829,0,"LINESTRING (16.3416439 48.2222852, 16.3416501 48.2222963, 16.3416774 48.2223454, 16.3417921 48.2231494)",48,"{(283324407, 392301, 0): 107.159, (392301, 283324405, 0): 71.746, (33144467, 392301, 0): 173.862, (33143829, 33143834, 0): 179.004, (33144560, 33143829, 0): 86.212, (33143829, 33144494, 0): 94.995}",15
33143829,33143834,0,"LINESTRING (16.3417921 48.2231494, 16.3418037 48.2232217, 16.3419057 48.2240529, 16.3419122 48.2241049)",48,"{(392301, 33143829, 0): 179.004, (33143834, 401838, 0): 179.286, (33144560, 33143829, 0): 94.78399999999999, (33143829, 33144494, 0): 84.009, (33144503, 33143834, 0): 92.497, (33143834, 33144555, 0): 91.82900000000001}",1
33143834,401838,0,"LINESTRING (16.3419122 48.2241049, 16.3419198 48.2241601, 16.3420453 48.2250669, 16.3420541 48.2251301)",48,"{(60631071, 401838, 0): 86.008, (401838, 33344810, 0): 93.435, (33143829, 33143834, 0): 179.286, (401838, 33344817, 0): 179.78999999999996, (33144503, 33143834, 0): 86.789, (33143834, 33144555, 0): 88.88499999999999}",0
401838,33344817,0,"LINESTRING (16.3420541 48.2251301, 16.3420628 48.2251943, 16.3422463 48.2265496, 16.3422537 48.2265957, 16.3422558 48.2266087)",48,"{(33344816, 33344817, 0): 93.569, (33344817, 33345293, 0): 86.844, (60631071, 401838, 0): 93.782, (401838, 33344810, 0): 86.775, (33143834, 401838, 0): 179.78999999999996, (33344817, 25280685, 0): 171.64800000000002}",1
33344817,25280685,0,"LINESTRING (16.3422558 48.2266087, 16.342256 48.2266226, 16.3422568 48.2266733, 16.342279 48.227137, 16.3422994 48.2272183)",48,"{(30696019, 25280685, 0): 84.513, (25280685, 392251, 0): 90.47, (33344816, 33344817, 0): 94.783, (33344817, 33345293, 0): 84.804, (401838, 33344817, 0): 171.64800000000002}",9
33144826,264061926,0,"LINESTRING (16.3375506 48.2176912, 16.3375621 48.2177446, 16.3376885 48.2182685, 16.3377361 48.2184501, 16.3378102 48.2187331)",49,"{(33144826, 33144831, 0): 111.64300000000001, (264061926, 264055537, 0): 87.013, (264061926, 33144588, 0): 175.79399999999998, (33144821, 33144826, 0): 92.513}",2
264061926,33144588,0,"LINESTRING (16.3378102 48.2187331, 16.3380305 48.2193773)",49,"{(264055538, 33144588, 0): 83.035, (264061926, 264055537, 0): 97.19300000000001, (33144826, 264061926, 0): 175.79399999999998, (33144588, 33144626, 0): 163.863, (33144588, 33144583, 0): 94.646}",0
33144588,33144626,0,"LINESTRING (16.3380305 48.2193773, 16.3384073 48.2199151)",49,"{(264055538, 33144588, 0): 113.102, (33144626, 264055539, 0): 66.68, (264061926, 33144588, 0): 163.863, (33144626, 33144422, 0): 177.293, (33144588, 33144583, 0): 69.217, (33144629, 33144626, 0): 113.374}",0
33144626,33144422,0,"LINESTRING (16.3384073 48.2199151, 16.3390404 48.2209162)",49,"{(33144424, 33144422, 0): 107.438, (33144422, 33143821, 0): 73.429, (33144626, 264055539, 0): 110.613, (33144588, 33144626, 0): 177.293, (33144422, 33144471, 0): 179.047, (33144629, 33144626, 0): 69.333}",0
33144422,33144471,0,"LINESTRING (16.3390404 48.2209162, 16.3395494 48.2216922)",49,"{(33144475, 33144471, 0): 72.216, (33144471, 33144467, 0): 107.743, (33144424, 33144422, 0): 71.609, (33144422, 33143821, 0): 107.524, (33144626, 33144422, 0): 179.047}",0
33144831,685159,0,"LINESTRING (16.3370054 48.2176101, 16.3370281 48.217546, 16.3370367 48.2175218, 16.3372122 48.2171761, 16.337242 48.2171175)",50,"{(33144826, 33144831, 0): 72.657, (33144831, 264055536, 0): 110.589, (264055535, 685159, 0): 75.024, (685159, 685160, 0): 109.591, (685159, 33144888, 0): 172.199}",5
685159,33144888,0,"LINESTRING (16.337242 48.2171175, 16.3372635 48.2170556, 16.3372575 48.2161361)",50,"{(264055535, 685159, 0): 97.175, (685159, 685160, 0): 78.21000000000001, (33144892, 33144888, 0): 85.99499999999999, (33144888, 33144883, 0): 94.37400000000001, (33144831, 685159, 0): 172.199, (33144888, 33079197, 0): 174.669}",13
33144888,33079197,0,"LINESTRING (16.3372575 48.2161361, 16.337142 48.21498, 16.3371352 48.2149123, 16.337134 48.2149004)",50,"{(33079197, 264056412, 0): 103.229, (33144892, 33144888, 0): 88.674, (33144888, 33144883, 0): 90.957, (685159, 33144888, 0): 174.669, (2605251576, 33079197, 0): 88.63799999999999}",0
33079201,33079202,0,"LINESTRING (16.3350145 48.2124022, 16.3348611 48.2129674, 16.3348448 48.2130275)",51,"{(33079209, 33079201, 0): 105.71600000000001, (33079201, 24966975, 0): 104.928, (33079202, 33079203, 0): 169.171, (33079206, 33079202, 0): 98.602}",0
33079202,33079203,0,"LINESTRING (16.3348448 48.2130275, 16.3348348 48.2131591, 16.3346699 48.2137638)",51,"{(33079201, 33079202, 0): 169.171, (33079203, 264056161, 0): 179.579, (264056213, 33079203, 0): 81.613, (33079203, 264056211, 0): 97.775, (33079206, 33079202, 0): 92.227}",7
33079203,264056161,0,"LINESTRING (16.3346699 48.2137638, 16.3344731 48.2144651, 16.3344511 48.2145435, 16.3344467 48.214559)",51,"{(264056411, 264056161, 0): 81.427, (264056161, 264056409, 0): 98.611, (33079202, 33079203, 0): 179.579, (264056161, 264055534, 0): 178.87199999999999, (264056213, 33079203, 0): 98.80799999999999, (33079203, 264056211, 0): 81.804}",0
264056161,264055534,0,"LINESTRING (16.3344467 48.214559, 16.3344436 48.2145708, 16.3344226 48.2146505, 16.3345693 48.2163472)",51,"{(264056411, 264056161, 0): 97.445, (264056161, 264056409, 0): 82.517, (264060523, 264055534, 0): 89.569, (264055534, 33144892, 0): 90.26899999999999, (33079203, 264056161, 0): 178.87199999999999, (264055534, 264055535, 0): 166.60700000000003}",13
264055534,264055535,0,"LINESTRING (16.3345693 48.2163472, 16.3349073 48.2173671, 16.3349268 48.2174258)",51,"{(685167, 264055535, 0): 90.47399999999999, (264055535, 685159, 0): 85.79, (264060523, 264055534, 0): 103.824, (264055534, 33144892, 0): 76.33800000000001, (264056161, 264055534, 0): 166.60700000000003, (264055535, 264055536, 0): 175.40200000000002}",0
264055535,264055536,0,"LINESTRING (16.3349268 48.2174258, 16.3349569 48.2174968, 16.3352887 48.2178046, 16.3353095 48.2178302, 16.3353284 48.2178534, 16.3353567 48.2178882)",51,"{(33144831, 264055536, 0): 119.157, (685167, 264055535, 0): 94.124, (264055535, 685159, 0): 89.612, (264055534, 264055535, 0): 175.40200000000002, (264055536, 264055537, 0): 161.011, (264055536, 1630416833, 0): 69.224}",13
264055536,264055537,0,"LINESTRING (16.3353567 48.2178882, 16.3353773 48.2179444, 16.3355276 48.2183546, 16.3355858 48.2185135, 16.3358173 48.2191453)",51,"{(33144831, 264055536, 0): 79.83200000000001, (264061926, 264055537, 0): 98.43799999999999, (264055535, 264055536, 0): 161.011, (264055537, 264055538, 0): 179.997, (264055536, 1630416833, 0): 91.78699999999999, (264055537, 33144695, 0): 82.04400000000001}",0
264055537,264055538,0,"LINESTRING (16.3358173 48.2191453, 16.336055 48.2197941)",51,"{(33144591, 264055538, 0): 81.44500000000001, (264055538, 33144588, 0): 98.207, (264061926, 264055537, 0): 81.565, (264055536, 264055537, 0): 179.997, (264055538, 264055539, 0): 179.997, (264055537, 33144695, 0): 97.953}",0
264055538,264055539,0,"LINESTRING (16.336055 48.2197941, 16.336262 48.2203592)",51,"{(33144591, 264055538, 0): 98.55199999999999, (264055538, 33144588, 0): 81.796, (33144626, 264055539, 0): 98.422, (264055539, 33144633, 0): 81.66300000000001, (264055537, 264055538, 0): 179.997, (264055539, 264055540, 0): 158.91}",0
